resid,leaflet,X coords,Y coords,Z coords,Thickness
9325,lower leaflet,4.678,47.834,2.014,4.162
9326,lower leaflet,0.766,15.918,1.938,4.216
9327,lower leaflet,8.496,39.213,2.120,3.633
9328,lower leaflet,48.442,28.801,2.313,3.487
9329,lower leaflet,31.892,10.658,1.515,4.156
9330,lower leaflet,48.476,22.460,2.373,3.665
9331,lower leaflet,51.156,47.804,2.351,3.628
9332,lower leaflet,10.500,18.216,1.641,4.226
9333,lower leaflet,45.502,47.403,1.814,3.783
9334,lower leaflet,24.499,25.164,1.977,4.456
9335,lower leaflet,20.904,45.197,1.784,4.186
9336,lower leaflet,2.194,0.507,2.109,4.100
9337,lower leaflet,13.624,35.251,2.007,3.822
9338,lower leaflet,40.967,41.062,1.750,3.752
9339,lower leaflet,38.492,47.559,2.661,4.246
9340,lower leaflet,9.820,19.575,1.795,4.193
9341,lower leaflet,34.794,11.873,2.169,4.317
9342,lower leaflet,15.638,24.092,1.832,4.404
9343,lower leaflet,46.227,23.068,1.598,4.101
9344,lower leaflet,39.834,5.869,1.619,4.411
9345,lower leaflet,22.566,7.196,2.091,4.481
9346,lower leaflet,7.445,9.289,1.858,4.504
9347,lower leaflet,53.742,51.736,1.558,4.101
9348,lower leaflet,32.684,12.905,1.692,4.227
9349,lower leaflet,17.290,40.796,1.967,4.025
9350,lower leaflet,19.949,22.407,1.889,4.334
9351,lower leaflet,34.664,48.419,2.169,4.114
9352,lower leaflet,51.843,51.991,1.885,3.918
9353,lower leaflet,7.349,34.173,2.640,3.613
9354,lower leaflet,9.984,7.954,1.419,4.388
9355,lower leaflet,14.033,51.623,2.152,4.429
9356,lower leaflet,52.166,46.482,2.007,4.100
9357,lower leaflet,6.081,18.130,1.541,4.157
9358,lower leaflet,29.354,53.602,2.161,4.455
9359,lower leaflet,48.236,31.196,2.215,3.656
9360,lower leaflet,53.971,32.697,2.499,3.675
9361,lower leaflet,27.565,38.254,2.573,3.972
9362,lower leaflet,23.996,34.449,1.940,3.915
9363,lower leaflet,17.987,42.857,2.058,4.111
9364,lower leaflet,27.325,52.145,2.022,4.225
9365,lower leaflet,24.848,17.751,1.915,4.465
9366,lower leaflet,10.980,9.323,1.798,4.406
9367,lower leaflet,6.375,24.133,2.185,4.230
9368,lower leaflet,8.481,44.447,2.208,4.230
9369,lower leaflet,30.772,53.479,2.134,4.259
9370,lower leaflet,11.749,50.697,1.824,4.213
9371,lower leaflet,12.317,34.215,2.434,3.991
9372,lower leaflet,5.093,34.098,2.132,3.598
9373,lower leaflet,16.888,48.467,2.145,4.253
9374,lower leaflet,0.344,52.547,1.534,4.199
9375,lower leaflet,36.999,30.308,2.024,3.438
9376,lower leaflet,36.401,11.478,2.066,4.358
9377,lower leaflet,37.783,40.859,1.708,3.986
9378,lower leaflet,0.832,0.727,2.098,4.203
9379,lower leaflet,51.941,7.983,2.276,4.328
9380,lower leaflet,17.128,27.869,2.111,3.933
9381,lower leaflet,26.767,13.913,1.522,4.346
9382,lower leaflet,7.768,38.025,2.672,3.726
9383,lower leaflet,28.899,0.596,1.582,4.428
9384,lower leaflet,39.899,45.022,2.001,3.922
9385,lower leaflet,31.779,5.429,1.728,4.427
9386,lower leaflet,41.652,42.759,2.140,3.742
9387,lower leaflet,45.399,54.173,1.991,4.564
9388,lower leaflet,15.926,26.836,2.155,4.142
9389,lower leaflet,35.998,53.342,2.290,4.454
9390,lower leaflet,39.108,38.986,1.911,3.552
9391,lower leaflet,51.822,10.585,2.544,4.544
9392,lower leaflet,46.067,19.364,1.467,4.403
9393,lower leaflet,44.140,6.643,1.805,4.555
9394,lower leaflet,20.009,12.455,1.836,4.489
9395,lower leaflet,16.356,47.084,1.849,4.086
9396,lower leaflet,19.325,46.824,1.833,4.260
9397,lower leaflet,4.928,4.849,2.076,4.429
9398,lower leaflet,40.472,15.414,2.109,4.322
9399,lower leaflet,49.859,16.271,2.148,4.406
9400,lower leaflet,10.444,12.694,1.411,4.061
9401,lower leaflet,0.723,31.600,1.689,3.323
9402,lower leaflet,24.589,45.608,2.123,4.517
9403,lower leaflet,15.677,18.152,1.392,4.402
9404,lower leaflet,49.467,1.990,1.741,4.200
9405,lower leaflet,6.839,26.792,2.115,4.115
9406,lower leaflet,43.802,3.689,1.690,4.148
9407,lower leaflet,17.680,0.867,2.108,4.592
9408,lower leaflet,11.488,0.360,1.485,4.363
9409,lower leaflet,21.214,38.283,2.389,3.686
9410,lower leaflet,37.825,27.126,1.411,3.870
9411,lower leaflet,45.655,6.733,1.451,4.254
9412,lower leaflet,19.542,25.293,2.170,4.259
9413,lower leaflet,4.534,45.490,1.771,3.807
9414,lower leaflet,34.112,31.108,2.124,4.001
9415,lower leaflet,16.771,21.881,2.193,4.399
9416,lower leaflet,18.245,5.748,1.968,4.413
9417,lower leaflet,35.665,12.378,2.046,4.308
9418,lower leaflet,21.097,13.938,1.925,4.664
9419,lower leaflet,1.966,2.343,1.792,4.452
9420,lower leaflet,26.965,16.815,1.791,4.397
9421,lower leaflet,0.187,5.749,1.738,4.445
9422,lower leaflet,24.207,43.663,2.068,4.027
9423,lower leaflet,23.109,30.331,2.412,4.153
9424,lower leaflet,40.979,52.001,1.996,4.327
9425,lower leaflet,50.007,36.559,2.324,3.383
9426,lower leaflet,45.757,24.586,1.942,4.095
9427,lower leaflet,23.368,50.989,1.831,4.533
9428,lower leaflet,33.669,50.274,2.231,4.387
9429,lower leaflet,33.527,8.592,2.108,4.296
9430,lower leaflet,53.276,17.561,2.167,4.268
9431,lower leaflet,11.827,39.608,2.399,3.849
9432,lower leaflet,2.859,12.876,2.074,4.321
9433,lower leaflet,27.645,26.467,1.973,3.770
9434,lower leaflet,36.525,38.608,2.249,3.368
9435,lower leaflet,35.539,37.345,2.481,3.461
9436,lower leaflet,27.300,17.605,1.556,4.390
9437,lower leaflet,22.607,46.742,1.974,3.999
9438,lower leaflet,48.605,54.489,2.030,4.369
9439,lower leaflet,42.354,31.479,2.085,3.849
9440,lower leaflet,5.627,6.175,1.974,4.290
9441,lower leaflet,0.498,51.228,1.715,4.446
9442,lower leaflet,10.719,42.227,2.327,3.805
9443,lower leaflet,38.511,26.766,1.545,3.775
9444,lower leaflet,33.130,15.998,1.972,4.300
9445,lower leaflet,13.041,50.149,2.209,4.232
9446,lower leaflet,30.818,46.405,1.961,4.046
9447,lower leaflet,22.726,52.488,1.463,4.386
9448,lower leaflet,1.925,12.379,1.673,4.444
9449,lower leaflet,3.661,0.043,2.215,4.034
9450,lower leaflet,31.466,21.984,1.484,4.256
9451,lower leaflet,36.552,3.092,2.028,4.648
9452,lower leaflet,31.491,52.620,1.956,4.385
9453,lower leaflet,22.942,30.896,2.207,3.968
9454,lower leaflet,13.914,44.247,1.587,3.814
9455,lower leaflet,51.439,35.401,2.804,3.553
9456,lower leaflet,45.559,30.830,2.163,3.667
9457,lower leaflet,52.714,45.032,1.912,3.664
9458,lower leaflet,44.804,16.539,2.135,4.403
9459,lower leaflet,52.003,33.855,2.648,3.385
9460,lower leaflet,49.284,38.065,2.119,3.470
9461,lower leaflet,43.393,18.120,1.934,4.089
9462,lower leaflet,46.231,37.451,2.114,4.167
9463,lower leaflet,42.432,13.402,1.893,4.084
9464,lower leaflet,23.820,9.513,1.661,4.225
9465,lower leaflet,50.181,3.745,1.987,4.139
9466,lower leaflet,48.393,36.392,2.349,3.685
9467,lower leaflet,3.626,19.969,1.252,4.031
9468,lower leaflet,36.058,19.468,2.257,4.270
9469,lower leaflet,9.884,22.585,1.890,4.465
9470,lower leaflet,46.732,33.414,1.895,3.886
9471,lower leaflet,47.398,17.868,2.143,4.169
9472,lower leaflet,0.737,23.031,2.047,4.268
9473,lower leaflet,2.229,33.333,1.774,3.924
9474,lower leaflet,18.328,8.795,1.817,4.622
9475,lower leaflet,20.127,19.605,2.032,4.253
9476,lower leaflet,36.242,52.330,1.931,4.270
9477,lower leaflet,5.395,53.555,2.414,4.650
9478,lower leaflet,20.934,52.578,1.696,4.169
9479,lower leaflet,52.437,38.610,2.561,3.538
9480,lower leaflet,5.958,20.613,1.556,4.040
9481,lower leaflet,37.032,34.213,2.223,3.499
9482,lower leaflet,23.261,42.480,2.246,3.918
9483,lower leaflet,5.906,26.816,2.082,4.146
9484,lower leaflet,35.153,43.747,2.434,4.226
9485,lower leaflet,32.942,19.175,2.501,4.275
9486,lower leaflet,34.654,35.505,2.761,4.241
9487,lower leaflet,10.583,50.398,1.794,4.390
9488,lower leaflet,40.180,34.004,2.487,3.783
9489,lower leaflet,39.791,42.348,1.975,4.011
9490,lower leaflet,40.107,40.196,2.158,3.680
9491,lower leaflet,46.188,41.194,2.030,3.743
9492,lower leaflet,14.396,18.350,1.709,4.385
9493,lower leaflet,40.608,13.984,2.030,4.337
9494,lower leaflet,30.782,8.067,1.521,4.334
9495,lower leaflet,20.139,46.919,1.680,4.201
9496,lower leaflet,27.092,23.998,1.855,4.372
9497,lower leaflet,3.916,31.657,2.298,3.845
9498,lower leaflet,52.568,19.016,2.015,4.400
9499,lower leaflet,7.256,52.609,1.914,4.519
9500,lower leaflet,40.884,24.625,2.181,3.954
9501,lower leaflet,32.872,27.756,2.266,3.944
9502,lower leaflet,39.746,31.175,2.219,3.519
9503,lower leaflet,18.971,45.977,2.147,4.103
9504,lower leaflet,30.968,6.100,1.794,4.444
9505,lower leaflet,37.182,37.975,2.082,3.273
9506,lower leaflet,7.208,41.999,2.527,3.848
9507,lower leaflet,50.264,27.975,2.115,3.522
9508,lower leaflet,43.466,24.610,2.705,3.683
9509,lower leaflet,39.941,18.229,2.262,4.257
9510,lower leaflet,7.166,39.799,2.432,3.799
9511,lower leaflet,44.856,31.648,2.477,3.222
9512,lower leaflet,24.629,2.999,1.962,4.388
9513,lower leaflet,33.587,3.558,1.865,4.350
9514,lower leaflet,16.537,28.633,2.190,3.988
9515,lower leaflet,16.627,15.958,1.927,4.387
9516,lower leaflet,53.817,48.700,2.158,4.155
9517,lower leaflet,15.544,48.523,2.222,4.284
9518,lower leaflet,32.656,17.375,2.110,4.298
9519,lower leaflet,26.189,39.580,1.967,3.788
9520,lower leaflet,35.461,42.151,1.653,4.040
9521,lower leaflet,35.571,33.250,2.533,3.856
9522,lower leaflet,42.620,38.069,2.276,3.727
9523,lower leaflet,38.799,24.518,1.895,4.199
9524,lower leaflet,37.552,35.222,2.626,3.931
9525,lower leaflet,53.477,19.586,2.123,4.422
9526,lower leaflet,49.711,50.196,2.525,4.127
9527,lower leaflet,6.695,27.362,2.465,3.929
9528,lower leaflet,33.297,35.780,2.371,3.838
9529,lower leaflet,47.779,24.342,2.083,3.904
9530,lower leaflet,42.861,15.062,1.985,4.291
9531,lower leaflet,26.161,42.550,2.389,4.133
9532,lower leaflet,30.463,34.835,2.249,3.690
9533,lower leaflet,38.445,12.357,1.968,4.339
9534,lower leaflet,43.275,51.265,1.894,4.039
9535,lower leaflet,52.354,36.364,2.271,3.634
9536,lower leaflet,48.723,45.860,2.065,3.869
9537,lower leaflet,25.364,51.183,2.371,4.251
9538,lower leaflet,37.873,11.641,1.599,4.344
9539,lower leaflet,31.803,36.970,2.171,3.860
9540,lower leaflet,17.263,32.590,2.298,4.006
9541,lower leaflet,29.855,40.928,2.437,3.764
9542,lower leaflet,38.413,8.562,1.903,4.402
9543,lower leaflet,32.039,29.870,1.922,3.903
9544,lower leaflet,49.205,32.209,1.910,3.726
9545,lower leaflet,39.764,51.408,1.980,4.319
9546,lower leaflet,13.943,45.571,1.860,4.291
9547,lower leaflet,3.553,49.272,1.988,4.286
9548,lower leaflet,47.897,43.085,2.543,3.760
9549,lower leaflet,49.318,23.505,2.439,4.113
9550,lower leaflet,0.399,17.915,2.064,4.220
9551,lower leaflet,8.963,40.398,2.510,3.953
9552,lower leaflet,30.229,11.128,1.351,4.384
9553,lower leaflet,44.778,0.409,1.657,4.428
9554,lower leaflet,48.870,50.036,2.103,4.153
9555,lower leaflet,21.897,34.231,2.238,3.897
9556,lower leaflet,31.619,29.204,2.212,3.979
9557,lower leaflet,29.697,43.238,2.270,3.934
9558,lower leaflet,10.778,32.514,2.446,3.812
9559,lower leaflet,0.185,50.401,1.712,4.267
9560,lower leaflet,21.019,43.574,1.874,4.064
9561,lower leaflet,19.085,0.683,1.602,4.324
9562,lower leaflet,47.782,25.305,2.352,3.969
9563,lower leaflet,1.410,8.265,2.071,4.579
9564,lower leaflet,6.775,21.388,1.576,4.173
9565,lower leaflet,39.310,29.331,1.426,3.746
9566,lower leaflet,25.055,37.790,2.323,3.762
9567,lower leaflet,28.550,43.520,2.511,4.004
9568,lower leaflet,49.097,53.038,1.939,4.420
9569,lower leaflet,25.052,16.843,1.886,4.401
9570,lower leaflet,3.652,22.065,1.519,4.292
9571,lower leaflet,8.374,14.424,1.786,4.400
9572,lower leaflet,13.505,47.911,1.621,4.089
9573,lower leaflet,22.400,1.326,1.767,4.481
9574,lower leaflet,34.093,54.561,1.873,4.340
9575,lower leaflet,18.720,41.779,1.691,4.092
9576,lower leaflet,52.129,15.131,2.001,4.339
9577,lower leaflet,7.739,44.575,1.890,4.170
9578,lower leaflet,47.007,41.670,2.148,3.860
9579,lower leaflet,35.923,43.344,2.086,4.151
9580,lower leaflet,20.233,37.508,2.529,3.541
9581,lower leaflet,51.370,20.047,2.263,4.528
9582,lower leaflet,54.321,53.425,1.837,4.392
9583,lower leaflet,42.940,3.909,1.733,4.140
9584,lower leaflet,7.255,34.825,2.495,3.732
9585,lower leaflet,39.040,41.717,1.862,3.520
9586,lower leaflet,38.060,9.872,1.797,4.491
9587,lower leaflet,0.242,14.004,1.776,4.259
9588,lower leaflet,1.197,7.150,2.077,4.282
9589,lower leaflet,47.035,0.731,1.831,4.334
9590,lower leaflet,16.550,26.135,2.271,4.199
9591,lower leaflet,32.438,49.625,2.288,4.325
9592,lower leaflet,50.238,48.051,2.411,3.744
9593,lower leaflet,21.989,10.296,2.002,4.343
9594,lower leaflet,37.836,5.325,1.815,4.283
9595,lower leaflet,45.551,46.381,1.645,3.864
9596,lower leaflet,2.247,8.459,2.055,4.457
9597,lower leaflet,18.362,51.985,2.237,4.218
9598,lower leaflet,28.401,30.331,2.233,3.917
9599,lower leaflet,48.033,46.596,2.223,3.960
9600,lower leaflet,45.401,51.770,2.168,4.212
9601,lower leaflet,38.384,37.172,2.506,3.716
9602,lower leaflet,15.001,19.012,1.623,4.333
9603,lower leaflet,30.603,12.055,1.808,4.246
9604,lower leaflet,36.110,45.743,2.134,4.199
9605,lower leaflet,42.158,38.966,1.625,3.947
9606,lower leaflet,46.510,35.741,1.678,3.885
9607,lower leaflet,2.020,38.286,2.460,3.583
9608,lower leaflet,3.891,52.099,2.297,4.391
9609,lower leaflet,12.907,54.576,1.562,4.457
9610,lower leaflet,48.144,49.640,2.390,4.088
9611,lower leaflet,24.956,11.837,1.977,4.359
9612,lower leaflet,23.492,46.558,2.051,3.958
9613,lower leaflet,40.708,53.247,1.737,4.275
9614,lower leaflet,10.977,43.074,1.952,3.858
9615,lower leaflet,23.233,21.237,1.804,4.290
9616,lower leaflet,52.585,33.935,2.702,3.704
9617,lower leaflet,41.458,31.540,2.233,3.971
9618,lower leaflet,23.179,1.757,1.945,4.479
9619,lower leaflet,6.417,28.580,2.289,3.888
9620,lower leaflet,13.179,5.341,1.703,4.283
9621,lower leaflet,31.714,45.716,2.195,4.152
9622,lower leaflet,19.425,37.586,2.275,3.598
9623,lower leaflet,17.857,49.773,1.779,4.377
9624,lower leaflet,47.057,11.932,1.507,4.349
9625,lower leaflet,17.618,40.025,1.966,3.934
9626,lower leaflet,4.368,47.411,2.051,4.179
9627,lower leaflet,20.155,51.636,2.206,4.058
9628,lower leaflet,11.081,50.520,1.544,4.321
9629,lower leaflet,7.619,39.170,2.454,3.637
9630,lower leaflet,30.198,0.579,1.752,4.493
9631,lower leaflet,43.608,43.190,1.958,3.891
9632,lower leaflet,29.320,46.227,1.917,3.966
9633,lower leaflet,13.189,40.246,2.058,3.866
9634,lower leaflet,26.996,33.812,2.367,3.996
9635,lower leaflet,21.044,5.867,1.956,4.515
9636,lower leaflet,47.211,10.728,1.795,4.390
9637,lower leaflet,46.051,47.830,1.891,4.137
9638,lower leaflet,34.352,32.736,2.554,3.782
9639,lower leaflet,47.763,54.387,2.371,4.372
9640,lower leaflet,54.658,20.861,1.741,4.318
9641,lower leaflet,52.656,17.280,2.107,4.321
9642,lower leaflet,9.876,33.240,2.137,3.755
9643,lower leaflet,22.124,30.608,2.258,3.914
9644,lower leaflet,6.143,29.443,2.166,3.759
9645,lower leaflet,46.119,18.453,1.655,4.430
9646,lower leaflet,25.939,49.074,1.967,4.279
9647,lower leaflet,13.703,49.977,2.105,4.213
9648,lower leaflet,39.228,20.028,2.185,4.595
9649,lower leaflet,34.627,34.034,2.804,3.901
9650,lower leaflet,7.936,23.194,1.758,4.213
9651,lower leaflet,41.061,50.627,2.051,4.065
9652,lower leaflet,18.005,14.704,2.032,4.336
9653,lower leaflet,29.815,45.260,2.081,4.050
9654,lower leaflet,37.263,39.814,1.800,3.437
9655,lower leaflet,38.076,43.219,2.000,4.057
9656,lower leaflet,9.193,46.115,1.686,4.147
9657,lower leaflet,43.066,41.936,2.301,3.633
9658,lower leaflet,23.873,52.532,1.896,4.228
9659,lower leaflet,7.921,54.458,1.861,4.327
9660,lower leaflet,45.015,15.586,2.112,4.410
9661,lower leaflet,53.087,11.413,2.229,4.428
9662,lower leaflet,18.053,46.507,1.950,4.016
9663,lower leaflet,32.969,29.598,1.783,3.862
9664,lower leaflet,17.254,42.067,2.066,4.074
9665,lower leaflet,5.388,8.308,1.990,4.297
9666,lower leaflet,52.766,7.621,1.940,4.234
9667,lower leaflet,46.871,48.150,1.825,4.052
9668,lower leaflet,29.951,39.306,2.115,4.160
9669,lower leaflet,34.356,23.843,1.835,4.186
9670,lower leaflet,18.744,35.976,2.179,3.931
9671,lower leaflet,42.674,7.845,1.715,4.376
9672,lower leaflet,37.072,43.327,1.833,3.855
9673,lower leaflet,38.594,20.378,2.256,4.049
9674,lower leaflet,4.325,44.745,1.958,3.790
9675,lower leaflet,36.344,46.175,2.024,4.125
9676,lower leaflet,6.629,40.726,2.272,4.164
9677,lower leaflet,30.776,2.607,1.697,4.429
9678,lower leaflet,42.147,46.460,1.513,4.038
9679,lower leaflet,19.784,23.591,2.204,4.351
9680,lower leaflet,39.866,52.780,1.998,4.259
9681,lower leaflet,52.751,42.514,1.933,3.892
9682,lower leaflet,12.304,39.088,2.391,3.713
9683,lower leaflet,29.713,38.713,2.263,4.169
9684,lower leaflet,54.643,41.706,1.942,3.973
9685,lower leaflet,10.493,5.919,1.737,4.382
9686,lower leaflet,23.157,13.104,1.739,4.285
9687,lower leaflet,28.794,22.637,1.654,4.469
9688,lower leaflet,23.968,8.535,1.494,4.367
9689,lower leaflet,36.900,9.467,2.178,4.455
9690,lower leaflet,37.571,0.280,2.061,4.281
9691,lower leaflet,30.073,1.447,2.004,4.568
9692,lower leaflet,40.764,20.150,1.953,3.954
9693,lower leaflet,38.497,47.915,2.297,4.317
9694,lower leaflet,28.126,42.580,2.226,3.855
9695,lower leaflet,13.964,13.778,1.930,4.354
9696,lower leaflet,23.267,34.770,2.387,3.997
9697,lower leaflet,28.392,35.301,2.393,3.886
9698,lower leaflet,29.973,34.265,2.549,3.778
9699,lower leaflet,27.940,6.761,2.066,4.331
9700,lower leaflet,28.436,25.311,1.904,4.182
9701,lower leaflet,54.641,16.780,1.961,4.225
9702,lower leaflet,31.251,19.964,2.241,4.380
9703,lower leaflet,6.955,33.577,2.236,3.638
9704,lower leaflet,38.238,20.792,2.376,4.038
9705,lower leaflet,9.163,34.885,1.791,4.097
9706,lower leaflet,39.608,32.551,2.024,3.538
9707,lower leaflet,45.520,38.895,1.854,3.432
9708,lower leaflet,24.905,4.824,2.171,4.435
9709,lower leaflet,11.620,27.280,1.817,3.956
9710,lower leaflet,24.879,28.162,2.267,4.367
9711,lower leaflet,0.265,7.476,1.512,4.206
9712,lower leaflet,31.421,12.976,1.871,4.286
9713,lower leaflet,35.303,34.378,2.623,4.108
9714,lower leaflet,43.488,29.197,2.311,3.774
9715,lower leaflet,14.185,21.738,2.199,4.393
9716,lower leaflet,28.646,36.678,2.145,3.983
9717,lower leaflet,4.946,53.758,2.449,4.443
9718,lower leaflet,50.179,26.750,2.059,3.356
9719,lower leaflet,54.032,37.565,1.992,3.648
9720,lower leaflet,3.407,39.119,2.362,3.924
9721,lower leaflet,49.765,51.984,2.420,4.263
9722,lower leaflet,28.703,3.700,1.945,4.304
9723,lower leaflet,3.764,39.605,2.423,3.894
9724,lower leaflet,25.060,6.142,2.153,4.341
9725,lower leaflet,27.778,20.984,1.507,4.140
9726,lower leaflet,15.551,42.210,1.552,4.118
9727,lower leaflet,39.427,13.231,2.184,4.143
9728,lower leaflet,2.760,32.962,1.464,3.928
9729,lower leaflet,47.774,41.909,2.377,3.998
9730,lower leaflet,43.317,47.688,1.909,3.906
9731,lower leaflet,44.982,22.202,1.658,4.096
9732,lower leaflet,9.395,30.789,1.670,3.912
9733,lower leaflet,33.362,37.584,2.173,3.995
9734,lower leaflet,50.863,22.218,2.737,4.344
9735,lower leaflet,11.529,3.938,1.809,4.402
9736,lower leaflet,8.338,18.524,1.805,4.178
9737,lower leaflet,9.854,44.828,2.135,4.188
9738,lower leaflet,14.760,28.419,2.269,4.051
9739,lower leaflet,44.978,36.047,1.900,4.169
9740,lower leaflet,48.182,30.349,2.060,3.583
9741,lower leaflet,12.573,31.528,2.358,3.953
9742,lower leaflet,18.965,54.526,2.097,4.384
9743,lower leaflet,11.626,39.980,2.146,3.828
9744,lower leaflet,22.972,28.939,2.382,4.243
9745,lower leaflet,8.238,32.638,2.217,4.252
9746,lower leaflet,22.989,25.765,2.343,4.115
9747,lower leaflet,44.654,52.376,2.216,4.288
9748,lower leaflet,46.780,40.735,1.923,3.910
9749,lower leaflet,38.969,6.250,1.907,4.461
9750,lower leaflet,18.404,40.768,1.453,3.909
9751,lower leaflet,46.720,8.219,1.560,4.242
9752,lower leaflet,2.864,0.390,2.245,4.068
9753,lower leaflet,5.837,32.279,2.362,3.629
9754,lower leaflet,45.009,26.999,2.288,3.706
9755,lower leaflet,54.090,53.963,1.845,4.419
9756,lower leaflet,24.126,5.182,1.825,4.466
9757,lower leaflet,21.610,53.193,1.688,4.247
9758,lower leaflet,6.859,43.478,2.119,3.965
9759,lower leaflet,10.825,36.463,2.563,4.076
9760,lower leaflet,18.227,49.470,1.982,4.462
9761,lower leaflet,10.566,36.090,2.277,3.996
9762,lower leaflet,11.526,7.349,1.418,4.225
9763,lower leaflet,50.756,53.556,2.256,4.216
9764,lower leaflet,18.441,7.892,1.807,4.568
9765,lower leaflet,25.113,47.726,2.179,4.037
9766,lower leaflet,36.830,28.698,1.118,4.271
9767,lower leaflet,21.768,4.385,1.743,4.530
9768,lower leaflet,37.049,26.475,1.523,3.873
9769,lower leaflet,4.086,46.730,1.549,3.931
9770,lower leaflet,10.832,33.096,2.072,3.820
9771,lower leaflet,51.415,28.553,1.974,3.612
9772,lower leaflet,50.691,50.196,2.376,4.102
9773,lower leaflet,44.957,8.249,1.915,4.386
9774,lower leaflet,9.937,26.659,2.347,4.169
9775,lower leaflet,39.365,39.677,2.161,3.725
9776,lower leaflet,34.684,34.962,2.703,4.119
9777,lower leaflet,7.039,41.543,2.235,4.041
9778,lower leaflet,25.764,11.639,1.729,4.255
9779,lower leaflet,6.942,37.264,2.747,3.894
9780,lower leaflet,44.917,45.292,1.455,3.804
9781,lower leaflet,8.461,43.541,2.077,4.203
9782,lower leaflet,34.835,4.542,1.864,4.626
9783,lower leaflet,27.931,27.537,2.017,4.058
9784,lower leaflet,31.794,6.364,1.811,4.394
9785,lower leaflet,54.485,42.702,2.208,4.096
9786,lower leaflet,2.582,27.845,2.233,3.777
9787,lower leaflet,29.556,32.831,2.171,3.591
9788,lower leaflet,27.777,14.982,1.562,4.348
9789,lower leaflet,14.155,39.461,2.095,3.799
9790,lower leaflet,45.872,51.102,2.334,4.302
9791,lower leaflet,18.325,0.297,1.907,4.522
9792,lower leaflet,8.708,47.183,2.020,4.130
9793,lower leaflet,10.853,10.235,1.624,4.199
9794,lower leaflet,26.462,37.849,2.398,4.248
9795,lower leaflet,14.580,26.197,1.919,4.054
9796,lower leaflet,39.373,4.072,1.628,4.395
9797,lower leaflet,38.806,9.382,1.811,4.300
9798,lower leaflet,37.023,0.975,2.148,4.247
9799,lower leaflet,5.418,41.162,2.183,3.664
9800,lower leaflet,45.692,41.882,1.788,3.632
9801,lower leaflet,32.346,22.105,1.652,4.298
9802,lower leaflet,5.409,23.404,2.071,4.106
9803,lower leaflet,25.802,36.597,2.470,3.942
9804,lower leaflet,44.105,29.189,2.147,3.946
9805,lower leaflet,31.816,54.313,2.066,4.322
9806,lower leaflet,37.609,9.229,1.950,4.496
9807,lower leaflet,0.292,18.715,1.818,4.267
9808,lower leaflet,39.331,23.669,1.948,3.930
9809,lower leaflet,37.727,46.503,2.311,4.148
9810,lower leaflet,27.666,24.904,1.877,4.230
9811,lower leaflet,15.299,25.799,2.157,4.082
9812,lower leaflet,34.454,41.129,1.993,3.901
9813,lower leaflet,10.130,40.918,1.957,3.863
9814,lower leaflet,36.248,9.964,2.285,4.379
9815,lower leaflet,26.809,29.058,2.158,3.898
9816,lower leaflet,27.162,1.230,1.691,4.315
9817,lower leaflet,40.026,20.398,1.992,4.132
9818,lower leaflet,47.001,14.677,1.813,4.315
9819,lower leaflet,27.221,45.115,1.808,4.187
9820,lower leaflet,19.567,4.934,1.849,4.398
9821,lower leaflet,25.419,10.002,1.851,4.457
9822,lower leaflet,22.315,50.828,1.796,4.328
9823,lower leaflet,41.155,34.132,2.254,3.532
9824,lower leaflet,32.102,0.532,2.068,4.390
9825,lower leaflet,34.264,28.901,1.760,4.006
9826,lower leaflet,42.223,22.375,1.980,4.166
9827,lower leaflet,32.381,50.394,2.314,4.355
9828,lower leaflet,35.195,16.751,2.229,4.347
9829,lower leaflet,15.609,20.614,2.062,4.128
9830,lower leaflet,37.818,36.219,2.415,3.861
9831,lower leaflet,22.802,34.912,2.106,3.777
9832,lower leaflet,34.288,5.586,1.863,4.405
9833,lower leaflet,5.446,4.146,1.892,4.411
9834,lower leaflet,8.599,23.748,1.488,4.209
9835,lower leaflet,25.351,24.996,1.684,4.333
9836,lower leaflet,14.164,1.632,1.740,4.447
9837,lower leaflet,34.902,41.674,1.662,4.119
9838,lower leaflet,20.658,19.805,1.969,4.278
9839,lower leaflet,42.408,51.017,2.088,4.139
9840,lower leaflet,16.674,34.567,2.584,3.900
9841,lower leaflet,14.496,37.473,2.215,3.761
9842,lower leaflet,19.787,4.198,1.824,4.477
9843,lower leaflet,16.254,41.689,1.781,3.960
9844,lower leaflet,50.587,41.343,2.122,3.439
9845,lower leaflet,22.132,51.310,1.875,4.291
9846,lower leaflet,11.994,54.109,1.846,4.386
9847,lower leaflet,42.007,25.020,2.175,3.807
9848,lower leaflet,28.394,28.040,2.178,4.048
9849,lower leaflet,21.695,9.029,2.091,4.356
9850,lower leaflet,45.343,28.111,2.428,3.903
9851,lower leaflet,3.180,25.824,2.363,3.944
9852,lower leaflet,42.590,11.553,2.153,4.255
9853,lower leaflet,31.407,16.267,1.857,4.195
9854,lower leaflet,23.943,33.364,2.277,3.893
9855,lower leaflet,16.032,10.860,2.115,4.336
9856,lower leaflet,21.417,52.807,1.936,4.231
9857,lower leaflet,18.320,45.002,2.374,4.115
9858,lower leaflet,8.852,31.862,1.827,3.918
9859,lower leaflet,19.581,15.154,1.950,4.566
9860,lower leaflet,15.018,26.638,2.093,4.001
9861,lower leaflet,7.312,6.431,1.811,4.410
