resid,leaflet,X coords,Y coords,Z coords,Thickness
11506,lower leaflet,15.733,16.078,2.151,4.402
11507,lower leaflet,44.290,20.898,1.916,4.410
11508,lower leaflet,9.009,7.721,1.660,4.383
11509,lower leaflet,40.709,12.317,2.092,4.125
11510,lower leaflet,11.106,25.898,2.187,3.907
11511,lower leaflet,35.015,8.026,1.841,4.382
11512,lower leaflet,15.651,19.908,1.972,4.180
11513,lower leaflet,44.161,44.540,1.707,3.851
11514,lower leaflet,54.428,39.756,2.335,3.531
11515,lower leaflet,47.602,13.835,1.871,4.505
11516,lower leaflet,53.229,9.431,1.886,4.164
11517,lower leaflet,10.377,10.941,1.579,4.188
11518,lower leaflet,50.046,40.009,2.273,3.912
11519,lower leaflet,12.347,16.136,1.526,4.374
11520,lower leaflet,52.512,51.656,2.065,3.924
11521,lower leaflet,3.611,43.679,2.485,3.839
11522,lower leaflet,23.227,12.232,1.832,4.411
11523,lower leaflet,37.682,25.028,1.730,4.029
11524,lower leaflet,5.781,48.981,1.741,3.984
11525,lower leaflet,31.185,35.402,2.032,3.911
11526,lower leaflet,46.260,16.835,1.971,4.344
11527,lower leaflet,23.239,27.086,1.935,4.004
11528,lower leaflet,29.688,7.388,1.650,4.337
11529,lower leaflet,42.150,51.963,1.843,4.180
11530,lower leaflet,28.542,11.194,1.923,4.567
11531,lower leaflet,1.583,41.000,2.306,3.771
11532,lower leaflet,54.459,34.040,1.967,3.761
11533,lower leaflet,46.591,4.800,1.581,4.470
11534,lower leaflet,31.060,10.599,1.556,4.239
11535,lower leaflet,18.434,4.055,1.505,4.348
11536,lower leaflet,42.286,6.862,1.698,4.514
11537,lower leaflet,50.039,50.705,2.552,4.081
11538,lower leaflet,18.692,11.256,1.704,4.497
11539,lower leaflet,8.681,42.664,2.125,3.913
11540,lower leaflet,52.393,41.157,1.915,3.532
11541,lower leaflet,36.552,3.979,1.682,4.442
11542,lower leaflet,13.790,8.770,1.763,4.477
11543,lower leaflet,10.415,26.397,2.295,4.179
11544,lower leaflet,34.842,54.087,2.110,4.605
11545,lower leaflet,22.072,8.832,1.777,4.352
11546,lower leaflet,4.908,18.703,1.756,4.075
11547,lower leaflet,13.639,22.117,1.783,4.223
11548,lower leaflet,19.324,31.153,2.131,3.994
11549,lower leaflet,42.083,49.376,2.075,4.222
11550,lower leaflet,33.177,12.454,1.946,4.260
11551,lower leaflet,24.242,6.056,1.787,4.381
11552,lower leaflet,39.374,21.432,1.853,4.027
11553,lower leaflet,35.113,12.655,2.366,4.364
11554,lower leaflet,42.347,4.700,2.024,4.537
11555,lower leaflet,4.421,40.652,2.432,3.785
11556,lower leaflet,17.831,24.575,2.161,4.294
11557,lower leaflet,36.801,25.254,1.828,3.903
11558,lower leaflet,22.892,18.665,1.711,4.649
11559,lower leaflet,47.303,37.475,2.205,4.031
11560,lower leaflet,53.467,13.985,1.785,4.441
11561,lower leaflet,0.679,11.669,1.894,4.439
11562,lower leaflet,24.869,30.403,2.215,4.149
11563,lower leaflet,3.683,7.816,2.014,4.309
11564,lower leaflet,6.278,19.234,1.613,4.009
11565,lower leaflet,51.921,17.694,1.959,4.367
11566,lower leaflet,23.015,3.194,1.987,4.274
11567,lower leaflet,39.342,3.288,2.161,4.487
11568,lower leaflet,11.524,48.925,1.881,4.536
11569,lower leaflet,26.460,23.676,2.007,4.334
11570,lower leaflet,51.064,23.266,2.215,4.134
11571,lower leaflet,40.603,38.711,2.631,3.595
11572,lower leaflet,7.697,0.584,1.883,4.322
11573,lower leaflet,17.906,25.507,2.158,4.292
11574,lower leaflet,22.140,13.152,1.959,4.284
11575,lower leaflet,6.386,27.701,2.106,3.984
11576,lower leaflet,39.581,42.868,2.675,4.196
11577,lower leaflet,8.808,49.916,1.922,4.374
11578,lower leaflet,39.550,50.508,1.989,4.494
11579,lower leaflet,2.736,37.122,1.853,3.443
11580,lower leaflet,49.807,30.367,2.285,3.455
11581,lower leaflet,18.901,53.680,2.085,4.279
11582,lower leaflet,49.156,44.182,2.249,3.719
11583,lower leaflet,41.720,26.720,1.769,4.053
11584,lower leaflet,45.090,38.415,2.345,3.378
11585,lower leaflet,24.080,44.047,2.323,4.142
11586,lower leaflet,31.204,8.765,1.715,4.331
11587,lower leaflet,17.132,11.522,1.894,4.226
11588,lower leaflet,29.966,50.963,2.074,4.373
11589,lower leaflet,23.540,0.180,1.852,4.453
11590,lower leaflet,11.483,26.565,2.244,4.013
11591,lower leaflet,54.398,25.090,1.881,3.597
11592,lower leaflet,3.534,2.798,1.976,4.290
11593,lower leaflet,18.972,37.140,2.203,4.061
11594,lower leaflet,48.186,27.196,2.405,3.766
11595,lower leaflet,9.965,0.638,2.118,4.616
11596,lower leaflet,4.542,54.522,2.286,4.360
11597,lower leaflet,41.802,38.384,2.241,3.649
11598,lower leaflet,40.513,52.399,1.841,4.297
11599,lower leaflet,36.773,14.834,1.751,4.335
11600,lower leaflet,1.848,54.180,1.875,3.990
11601,lower leaflet,35.651,16.475,2.130,4.391
11602,lower leaflet,44.915,9.048,1.783,4.387
11603,lower leaflet,50.426,7.844,1.917,4.481
11604,lower leaflet,8.791,28.935,2.297,4.046
11605,lower leaflet,43.383,23.841,2.387,4.080
11606,lower leaflet,3.901,23.985,2.355,3.991
11607,lower leaflet,49.377,42.043,1.866,3.571
11608,lower leaflet,52.544,26.112,2.454,3.955
11609,lower leaflet,12.203,50.126,2.233,4.262
11610,lower leaflet,47.729,16.870,1.821,4.122
11611,lower leaflet,13.990,28.483,1.900,3.977
11612,lower leaflet,32.340,12.148,1.787,4.191
11613,lower leaflet,13.132,52.314,1.729,4.251
11614,lower leaflet,38.415,51.372,1.939,4.401
11615,lower leaflet,3.492,11.155,1.781,4.355
11616,lower leaflet,17.887,12.098,1.886,4.628
11617,lower leaflet,2.853,2.537,2.170,4.256
11618,lower leaflet,47.732,5.066,1.484,4.289
11619,lower leaflet,34.339,16.440,2.202,4.273
11620,lower leaflet,50.603,16.086,2.088,4.382
11621,lower leaflet,47.617,15.188,2.175,4.601
11622,lower leaflet,43.947,37.705,2.118,3.658
11623,lower leaflet,54.397,2.386,1.818,4.686
11624,lower leaflet,30.947,43.819,2.171,4.024
11625,lower leaflet,6.810,11.570,1.454,4.563
11626,lower leaflet,4.845,1.293,2.343,4.358
11627,lower leaflet,23.778,3.543,1.937,4.304
11628,lower leaflet,22.627,38.641,2.121,3.957
11629,lower leaflet,7.035,33.036,2.184,3.827
11630,lower leaflet,38.101,41.782,1.726,3.823
11631,lower leaflet,42.054,20.769,1.947,4.147
11632,lower leaflet,36.510,16.391,1.969,4.381
11633,lower leaflet,19.586,38.514,2.429,3.679
11634,lower leaflet,19.378,24.114,2.237,4.292
11635,lower leaflet,2.914,16.262,1.571,4.225
11636,lower leaflet,49.256,1.075,1.803,4.372
11637,lower leaflet,20.308,26.768,2.391,4.328
11638,lower leaflet,13.262,4.738,1.677,4.328
11639,lower leaflet,47.728,38.547,1.547,3.831
11640,lower leaflet,42.648,1.841,2.136,4.253
11641,lower leaflet,18.317,31.262,2.419,4.052
11642,lower leaflet,52.603,13.745,2.107,4.533
11643,lower leaflet,4.842,11.342,1.401,4.514
11644,lower leaflet,22.090,45.891,1.976,4.139
11645,lower leaflet,53.217,22.116,2.069,4.188
11646,lower leaflet,5.478,24.010,2.437,4.160
11647,lower leaflet,47.852,51.631,2.228,4.302
11648,lower leaflet,1.220,33.524,1.832,3.977
11649,lower leaflet,54.220,22.932,1.952,4.271
11650,lower leaflet,8.106,53.550,1.837,4.204
11651,lower leaflet,3.375,16.969,1.842,4.398
11652,lower leaflet,42.203,46.174,1.923,4.091
11653,lower leaflet,21.346,26.909,2.261,4.161
11654,lower leaflet,4.704,49.837,1.784,4.117
11655,lower leaflet,49.503,10.719,1.965,4.391
11656,lower leaflet,41.566,44.108,1.865,3.788
11657,lower leaflet,39.337,21.110,2.336,4.041
11658,lower leaflet,21.330,51.882,1.794,4.159
11659,lower leaflet,49.529,13.408,2.034,4.336
11660,lower leaflet,42.917,17.734,1.847,4.111
11661,lower leaflet,22.830,13.705,1.681,4.282
11662,lower leaflet,48.682,24.530,2.090,3.899
11663,lower leaflet,43.511,35.362,2.404,3.558
11664,lower leaflet,39.713,7.764,1.841,4.254
11665,lower leaflet,37.071,44.778,2.344,3.881
11666,lower leaflet,47.357,0.339,1.985,4.355
11667,lower leaflet,28.863,54.355,1.692,4.358
11668,lower leaflet,17.008,9.172,1.868,4.376
11669,lower leaflet,25.600,41.172,1.993,3.959
11670,lower leaflet,36.334,2.576,1.949,4.642
11671,lower leaflet,17.479,28.689,2.158,3.847
11672,lower leaflet,7.963,5.884,1.731,4.438
11673,lower leaflet,16.151,12.662,1.861,4.230
11674,lower leaflet,20.802,19.011,2.056,4.148
11675,lower leaflet,48.689,38.194,2.247,3.759
11676,lower leaflet,28.507,2.840,1.776,4.286
11677,lower leaflet,36.524,44.098,2.209,3.951
11678,lower leaflet,37.788,48.637,2.245,4.324
11679,lower leaflet,7.343,45.207,1.774,4.151
11680,lower leaflet,13.111,23.579,2.071,4.160
11681,lower leaflet,52.025,37.366,2.398,3.331
11682,lower leaflet,37.747,23.320,1.949,4.013
11683,lower leaflet,40.007,12.824,2.177,4.179
11684,lower leaflet,17.871,9.770,1.810,4.330
11685,lower leaflet,11.370,51.446,1.769,4.166
11686,lower leaflet,25.443,33.281,2.540,4.036
11687,lower leaflet,14.391,20.118,1.826,4.290
11688,lower leaflet,44.268,41.727,2.020,3.513
11689,lower leaflet,20.256,36.768,2.051,3.707
11690,lower leaflet,9.543,1.981,2.023,4.296
11691,lower leaflet,42.941,36.251,2.449,3.765
11692,lower leaflet,5.265,8.695,1.641,4.273
11693,lower leaflet,37.491,12.410,1.635,4.319
11694,lower leaflet,17.095,19.968,1.683,4.315
11695,lower leaflet,19.058,33.138,2.420,3.910
11696,lower leaflet,34.666,46.242,2.278,4.537
11697,lower leaflet,15.115,10.008,1.825,4.374
11698,lower leaflet,49.619,2.742,1.940,4.256
11699,lower leaflet,3.054,50.047,1.496,4.261
11700,lower leaflet,25.527,1.422,1.796,4.433
11701,lower leaflet,10.841,27.219,2.024,4.163
11702,lower leaflet,29.416,3.109,1.703,4.456
11703,lower leaflet,34.645,9.309,1.944,4.353
11704,lower leaflet,23.278,33.154,2.217,3.874
11705,lower leaflet,22.131,12.414,1.857,4.424
11706,lower leaflet,35.323,0.383,2.074,4.366
11707,lower leaflet,32.717,24.422,1.556,4.072
11708,lower leaflet,51.237,0.231,1.881,4.339
11709,lower leaflet,8.021,22.039,1.616,4.530
11710,lower leaflet,47.924,14.410,1.972,4.570
11711,lower leaflet,1.125,40.339,2.214,3.861
11712,lower leaflet,40.205,38.865,2.180,3.534
11713,lower leaflet,27.663,10.130,1.562,4.493
11714,lower leaflet,19.641,54.351,1.703,4.409
11715,lower leaflet,33.389,44.871,2.315,4.079
11716,lower leaflet,39.813,0.335,2.148,4.395
11717,lower leaflet,43.006,31.838,2.113,3.527
11718,lower leaflet,41.602,21.448,2.077,4.146
11719,lower leaflet,50.047,42.028,2.068,3.819
11720,lower leaflet,8.089,7.901,1.598,4.537
11721,lower leaflet,42.326,3.893,1.883,4.370
11722,lower leaflet,51.148,1.401,2.207,4.284
11723,lower leaflet,22.808,31.678,2.313,4.073
11724,lower leaflet,7.536,20.787,1.680,4.056
11725,lower leaflet,48.231,2.936,1.955,4.499
11726,lower leaflet,37.993,45.714,2.368,4.152
11727,lower leaflet,4.418,5.625,1.762,4.339
11728,lower leaflet,12.194,10.065,1.815,4.322
11729,lower leaflet,48.337,16.130,1.883,4.406
11730,lower leaflet,15.330,30.921,2.262,3.985
11731,lower leaflet,50.222,9.161,1.886,4.495
11732,lower leaflet,6.216,33.789,2.776,3.451
11733,lower leaflet,17.679,45.257,2.296,4.186
11734,lower leaflet,10.907,40.811,2.454,3.917
11735,lower leaflet,49.550,20.885,2.686,3.937
11736,lower leaflet,17.594,3.803,1.766,4.618
11737,lower leaflet,49.959,9.957,1.996,4.394
11738,lower leaflet,54.092,9.479,1.932,4.615
11739,lower leaflet,15.015,0.122,1.854,4.538
11740,lower leaflet,26.409,34.451,2.213,3.960
11741,lower leaflet,6.553,3.503,2.037,4.361
11742,lower leaflet,6.664,44.411,2.063,4.116
11743,lower leaflet,48.139,7.072,1.718,4.389
11744,lower leaflet,0.270,54.006,2.016,4.363
11745,lower leaflet,28.848,6.940,1.896,4.206
11746,lower leaflet,35.114,53.337,2.117,4.482
11747,lower leaflet,22.083,14.071,1.868,4.421
11748,lower leaflet,4.846,15.687,1.754,4.526
11749,lower leaflet,21.653,2.755,1.870,4.454
11750,lower leaflet,44.869,53.742,2.007,4.361
11751,lower leaflet,42.112,0.073,1.756,4.437
11752,lower leaflet,10.763,22.305,1.775,4.314
11753,lower leaflet,19.249,12.006,1.800,4.598
11754,lower leaflet,34.308,32.198,2.531,3.676
11755,lower leaflet,12.463,4.886,1.755,4.528
11756,lower leaflet,1.947,11.896,1.704,4.138
11757,lower leaflet,51.809,14.671,2.023,4.505
11758,lower leaflet,5.854,9.256,1.695,4.288
11759,lower leaflet,20.428,28.926,2.365,3.807
11760,lower leaflet,35.610,1.732,1.999,4.486
11761,lower leaflet,2.539,3.581,2.061,4.300
11762,lower leaflet,8.387,27.872,2.021,4.113
11763,lower leaflet,52.493,27.539,2.008,3.866
11764,lower leaflet,38.151,18.120,1.848,4.292
11765,lower leaflet,14.039,31.844,2.418,3.965
11766,lower leaflet,20.698,25.643,2.154,4.206
11767,lower leaflet,0.658,44.961,1.863,4.074
11768,lower leaflet,7.382,10.102,1.453,4.326
11769,lower leaflet,39.503,54.151,2.191,4.403
11770,lower leaflet,26.667,16.046,1.649,4.231
11771,lower leaflet,1.848,25.330,2.543,4.076
11772,lower leaflet,49.247,29.302,2.569,3.355
11773,lower leaflet,42.054,32.131,2.262,3.934
11774,lower leaflet,12.976,31.341,2.184,3.912
11775,lower leaflet,17.400,23.883,2.494,4.130
11776,lower leaflet,19.073,2.878,1.335,4.384
11777,lower leaflet,26.072,53.988,2.085,4.425
11778,lower leaflet,27.535,23.278,1.511,4.370
11779,lower leaflet,9.547,48.291,2.033,4.339
11780,lower leaflet,18.807,21.276,1.844,4.383
11781,lower leaflet,17.167,14.866,1.874,4.262
11782,lower leaflet,18.533,27.079,2.627,4.143
11783,lower leaflet,1.516,43.790,2.106,4.187
11784,lower leaflet,37.347,47.746,2.425,4.319
11785,lower leaflet,48.811,12.723,1.871,4.373
11786,lower leaflet,25.649,22.297,1.864,4.144
11787,lower leaflet,23.080,20.763,1.993,4.301
11788,lower leaflet,5.900,16.780,1.423,4.321
11789,lower leaflet,18.498,39.599,2.044,3.868
11790,lower leaflet,1.695,48.807,1.424,4.156
11791,lower leaflet,51.385,1.014,2.401,4.276
11792,lower leaflet,41.915,8.809,1.545,4.281
11793,lower leaflet,31.971,15.513,1.638,4.490
11794,lower leaflet,54.389,4.479,1.670,4.476
11795,lower leaflet,13.531,9.249,1.723,4.409
11796,lower leaflet,21.645,0.890,1.559,4.376
11797,lower leaflet,46.036,28.361,1.944,3.932
11798,lower leaflet,13.297,53.635,1.828,4.423
11799,lower leaflet,30.899,36.896,2.340,4.174
11800,lower leaflet,35.159,9.221,1.957,4.183
11801,lower leaflet,18.870,47.642,1.615,4.237
11802,lower leaflet,35.336,6.905,1.651,4.344
11803,lower leaflet,44.889,20.318,1.451,4.340
11804,lower leaflet,46.402,0.739,1.851,4.246
11805,lower leaflet,5.841,36.164,2.621,3.706
11806,lower leaflet,32.293,4.764,1.840,4.305
11807,lower leaflet,38.358,50.627,2.274,4.350
11808,lower leaflet,54.649,3.686,1.854,4.462
11809,lower leaflet,9.616,47.331,2.240,4.305
11810,lower leaflet,32.732,3.475,1.729,4.456
11811,lower leaflet,16.650,21.302,2.134,4.443
11812,lower leaflet,2.828,7.694,2.115,4.395
11813,lower leaflet,20.727,27.478,2.086,4.077
11814,lower leaflet,4.418,20.656,1.553,4.289
11815,lower leaflet,3.958,22.991,1.897,4.140
11816,lower leaflet,14.163,0.576,1.873,4.544
11817,lower leaflet,26.343,36.452,2.678,3.952
11818,lower leaflet,53.793,20.935,2.028,4.083
11819,lower leaflet,38.323,13.876,1.883,4.328
11820,lower leaflet,5.714,51.832,1.709,4.401
11821,lower leaflet,17.832,26.670,2.221,4.124
11822,lower leaflet,5.564,18.764,1.563,4.023
11823,lower leaflet,40.668,17.670,2.062,4.198
11824,lower leaflet,2.808,9.603,1.593,4.459
11825,lower leaflet,54.651,12.256,1.839,4.265
11826,lower leaflet,1.266,10.335,2.100,4.672
11827,lower leaflet,50.263,18.894,2.227,4.349
11828,lower leaflet,14.092,5.212,1.674,4.261
11829,lower leaflet,39.686,11.440,2.085,4.221
11830,lower leaflet,39.128,10.199,1.855,4.315
11831,lower leaflet,20.843,3.160,1.770,4.500
11832,lower leaflet,30.179,22.967,1.767,4.432
11833,lower leaflet,38.337,10.819,1.801,4.465
11834,lower leaflet,38.505,5.571,1.800,4.605
11835,lower leaflet,6.827,18.537,1.748,4.176
11836,lower leaflet,29.235,25.234,1.860,4.103
11837,lower leaflet,52.311,20.359,2.264,4.353
11838,lower leaflet,48.114,25.092,2.057,3.911
11839,lower leaflet,28.962,18.656,1.820,4.436
11840,lower leaflet,7.543,17.981,1.803,4.274
11841,lower leaflet,33.777,53.064,1.903,4.221
11842,lower leaflet,20.790,12.803,1.855,4.547
11843,lower leaflet,20.694,11.033,1.794,4.481
11844,lower leaflet,3.575,20.965,1.527,4.251
11845,lower leaflet,2.943,10.506,1.712,4.461
11846,lower leaflet,18.372,12.054,1.676,4.585
11847,lower leaflet,37.944,38.317,1.775,3.568
11848,lower leaflet,30.228,23.797,1.528,4.305
11849,lower leaflet,35.259,28.859,1.662,3.961
11850,lower leaflet,29.139,14.108,1.513,4.279
11851,lower leaflet,15.506,8.444,1.426,4.536
11852,lower leaflet,12.794,23.928,1.863,4.072
11853,lower leaflet,32.432,33.544,2.046,4.041
11854,lower leaflet,1.955,47.914,1.866,4.439
11855,lower leaflet,30.451,25.652,1.623,3.707
11856,lower leaflet,30.201,52.621,1.789,4.421
11857,lower leaflet,35.846,25.898,1.886,3.904
11858,lower leaflet,32.189,18.378,2.281,4.317
11859,lower leaflet,25.764,7.021,1.998,4.415
11860,lower leaflet,36.487,51.252,2.093,4.182
11861,lower leaflet,47.251,43.438,1.895,3.741
11862,lower leaflet,49.007,7.286,1.858,4.378
11863,lower leaflet,31.415,26.289,2.148,4.009
11864,lower leaflet,13.080,0.912,1.659,4.628
11865,lower leaflet,13.587,54.482,2.032,4.545
11866,lower leaflet,28.095,41.186,2.167,4.184
11867,lower leaflet,47.840,5.834,1.681,4.218
11868,lower leaflet,33.972,4.270,1.897,4.222
11869,lower leaflet,48.704,4.108,1.790,4.415
11870,lower leaflet,20.485,14.703,2.034,4.381
11871,lower leaflet,23.493,54.293,1.935,4.404
11872,lower leaflet,28.505,5.470,2.046,4.456
11873,lower leaflet,11.378,42.652,1.870,3.875
11874,lower leaflet,31.347,7.742,1.846,4.523
11875,lower leaflet,29.434,42.419,2.254,3.904
11876,lower leaflet,46.734,43.592,2.347,3.828
11877,lower leaflet,44.622,39.624,2.015,3.617
11878,lower leaflet,32.334,5.747,1.625,4.438
11879,lower leaflet,51.208,25.672,1.947,4.098
11880,lower leaflet,43.471,31.973,2.318,3.692
11881,lower leaflet,43.179,28.818,2.394,3.740
11882,lower leaflet,33.706,2.073,2.028,4.334
11883,lower leaflet,4.385,51.159,1.793,4.142
11884,lower leaflet,36.351,7.789,1.960,4.312
11885,lower leaflet,12.691,33.839,2.092,3.908
11886,lower leaflet,44.402,12.763,1.888,4.318
11887,lower leaflet,41.733,10.944,2.053,4.331
11888,lower leaflet,25.518,29.947,2.169,3.981
11889,lower leaflet,46.172,52.032,2.130,4.185
11890,lower leaflet,13.703,10.206,1.833,4.451
11891,lower leaflet,43.171,54.548,2.130,4.449
11892,lower leaflet,49.725,12.424,1.808,4.320
11893,lower leaflet,43.073,3.231,1.740,4.131
11894,lower leaflet,23.235,45.643,1.807,4.019
11895,lower leaflet,27.588,50.648,1.996,4.142
11896,lower leaflet,16.540,50.651,2.085,4.410
11897,lower leaflet,53.802,28.361,2.350,3.852
11898,lower leaflet,38.282,0.830,1.858,4.440
11899,lower leaflet,0.512,39.215,2.265,3.542
11900,lower leaflet,14.591,14.021,2.002,4.414
11901,lower leaflet,21.902,31.935,2.354,3.725
11902,lower leaflet,31.097,48.888,2.290,4.436
11903,lower leaflet,46.279,1.665,1.636,4.330
11904,lower leaflet,3.322,5.178,1.633,4.476
11905,lower leaflet,19.218,11.249,1.529,4.511
11906,lower leaflet,11.589,29.532,1.943,3.871
11907,lower leaflet,1.166,14.011,1.813,4.204
11908,lower leaflet,2.285,49.441,1.832,4.165
11909,lower leaflet,33.827,20.569,1.969,4.220
11910,lower leaflet,12.186,6.996,1.488,4.292
11911,lower leaflet,18.051,48.597,2.043,4.387
11912,lower leaflet,50.484,2.973,2.008,4.309
11913,lower leaflet,47.837,30.603,1.867,3.606
11914,lower leaflet,15.671,6.217,1.737,4.487
11915,lower leaflet,34.633,42.825,2.121,4.004
11916,lower leaflet,2.072,7.086,1.945,4.411
11917,lower leaflet,7.639,23.677,1.757,4.169
11918,lower leaflet,22.997,44.851,2.030,4.187
11919,lower leaflet,7.388,17.072,1.414,4.286
11920,lower leaflet,17.481,16.037,2.224,4.484
11921,lower leaflet,14.506,0.901,1.589,4.496
11922,lower leaflet,28.931,23.364,1.769,4.411
11923,lower leaflet,27.010,48.781,1.752,4.277
11924,lower leaflet,51.304,11.667,2.060,4.350
11925,lower leaflet,39.147,37.621,1.962,3.668
11926,lower leaflet,35.698,38.810,2.306,3.390
11927,lower leaflet,42.822,40.908,2.157,3.867
11928,lower leaflet,53.099,20.040,2.206,4.335
11929,lower leaflet,25.501,32.030,2.456,3.863
11930,lower leaflet,31.543,2.318,1.700,4.254
11931,lower leaflet,33.576,26.247,1.969,4.083
11932,lower leaflet,39.071,28.271,1.588,3.981
11933,lower leaflet,40.725,7.299,1.633,4.329
11934,lower leaflet,31.567,33.874,1.935,3.725
11935,lower leaflet,14.795,29.900,2.069,4.019
11936,lower leaflet,4.193,37.975,2.209,3.986
11937,lower leaflet,18.126,11.173,1.716,4.404
11938,lower leaflet,39.252,47.383,2.314,4.096
11939,lower leaflet,22.169,40.621,1.944,3.793
11940,lower leaflet,42.490,5.741,1.962,4.569
11941,lower leaflet,50.400,54.488,2.214,4.235
11942,lower leaflet,17.582,10.406,1.814,4.337
11943,lower leaflet,16.835,51.692,2.202,4.302
11944,lower leaflet,42.329,19.260,2.034,3.971
11945,lower leaflet,28.501,11.937,1.571,4.212
11946,lower leaflet,29.632,54.599,1.911,4.403
11947,lower leaflet,26.260,53.109,2.084,4.349
11948,lower leaflet,35.246,17.791,2.412,4.286
11949,lower leaflet,41.902,30.368,2.441,4.407
11950,lower leaflet,10.171,47.604,1.943,4.394
11951,lower leaflet,14.767,43.943,1.702,4.130
11952,lower leaflet,10.531,51.723,1.808,4.183
11953,lower leaflet,20.933,35.448,2.032,3.891
11954,lower leaflet,50.793,4.931,2.004,4.367
11955,lower leaflet,9.571,28.572,1.955,3.882
11956,lower leaflet,15.730,34.904,2.362,3.944
11957,lower leaflet,40.288,48.649,1.983,4.085
11958,lower leaflet,30.705,17.717,1.925,4.308
11959,lower leaflet,38.599,23.074,1.899,4.013
11960,lower leaflet,31.852,20.456,2.008,4.197
11961,lower leaflet,47.560,11.284,1.796,4.508
11962,lower leaflet,23.246,8.003,1.645,4.525
11963,lower leaflet,28.976,40.775,2.195,3.872
11964,lower leaflet,29.549,42.130,1.834,3.891
11965,lower leaflet,9.508,1.185,2.299,4.391
11966,lower leaflet,12.794,46.715,2.127,4.264
11967,lower leaflet,30.708,48.214,1.941,4.291
11968,lower leaflet,44.866,11.254,1.856,4.508
11969,lower leaflet,16.846,13.226,2.081,4.251
11970,lower leaflet,1.047,52.203,1.906,4.239
11971,lower leaflet,42.205,10.740,2.017,4.364
11972,lower leaflet,40.455,13.083,2.137,4.230
11973,lower leaflet,43.974,52.980,1.857,4.379
11974,lower leaflet,54.212,18.402,2.045,4.243
11975,lower leaflet,14.867,5.232,1.946,4.520
11976,lower leaflet,15.252,38.716,2.084,3.640
11977,lower leaflet,43.556,53.222,1.933,4.398
11978,lower leaflet,46.770,3.942,1.597,4.379
11979,lower leaflet,16.958,52.692,2.020,4.325
11980,lower leaflet,54.175,5.840,1.769,4.514
11981,lower leaflet,23.970,23.822,1.803,4.394
11982,lower leaflet,6.464,52.112,1.965,4.577
11983,lower leaflet,49.903,22.187,2.781,4.095
11984,lower leaflet,2.454,36.284,1.455,3.773
11985,lower leaflet,41.768,23.195,2.218,3.988
11986,lower leaflet,24.766,5.688,2.133,4.309
11987,lower leaflet,5.648,7.893,1.834,4.319
11988,lower leaflet,38.444,30.410,2.227,3.722
11989,lower leaflet,0.542,4.522,1.679,4.273
11990,lower leaflet,23.992,54.036,2.088,4.333
11991,lower leaflet,19.634,52.248,2.118,4.350
11992,lower leaflet,37.748,14.491,1.833,4.300
11993,lower leaflet,11.993,45.323,1.895,4.269
11994,lower leaflet,37.921,6.961,2.107,4.614
11995,lower leaflet,16.555,44.520,2.181,4.265
11996,lower leaflet,6.691,45.383,1.980,4.087
11997,lower leaflet,19.854,2.942,1.657,4.554
11998,lower leaflet,16.955,4.839,1.837,4.452
11999,lower leaflet,47.545,33.762,1.779,3.909
12000,lower leaflet,32.937,9.889,1.777,4.314
2001,upper leaflet,35.289,51.328,6.163,4.166
2002,upper leaflet,40.708,32.563,5.974,3.894
2003,upper leaflet,23.919,30.001,6.272,4.193
2004,upper leaflet,32.416,31.120,6.126,4.028
2005,upper leaflet,27.297,7.735,6.246,4.383
2006,upper leaflet,13.431,3.617,5.998,4.413
2007,upper leaflet,26.765,33.769,6.332,3.843
2008,upper leaflet,20.248,53.870,5.987,4.434
2009,upper leaflet,15.911,18.953,6.160,4.696
2010,upper leaflet,0.389,27.940,5.901,3.853
2011,upper leaflet,6.078,10.964,6.014,4.426
2012,upper leaflet,21.399,14.946,6.226,4.308
2013,upper leaflet,27.601,53.460,6.035,4.379
2014,upper leaflet,39.253,5.673,6.009,4.566
2015,upper leaflet,49.545,25.402,5.948,3.848
2016,upper leaflet,40.782,14.716,6.342,4.366
2017,upper leaflet,45.857,53.446,6.357,4.344
2018,upper leaflet,44.072,9.782,6.171,4.349
2019,upper leaflet,49.280,25.918,5.999,3.909
2020,upper leaflet,30.315,46.811,6.030,4.163
2021,upper leaflet,26.932,54.223,6.151,4.285
2022,upper leaflet,31.688,35.778,6.181,4.107
2023,upper leaflet,36.855,22.389,5.747,4.115
2024,upper leaflet,42.277,2.898,6.218,4.259
2025,upper leaflet,31.509,22.147,6.198,4.462
2026,upper leaflet,30.142,22.691,6.136,4.150
2027,upper leaflet,32.767,41.325,5.620,3.855
2028,upper leaflet,18.568,33.792,6.198,4.085
2029,upper leaflet,31.803,38.755,5.669,4.068
2030,upper leaflet,34.066,26.553,5.970,3.893
2031,upper leaflet,18.374,7.650,6.440,4.413
2032,upper leaflet,31.680,10.937,5.891,4.333
2033,upper leaflet,27.729,46.822,6.287,3.930
2034,upper leaflet,42.908,47.993,5.744,3.980
2035,upper leaflet,17.584,45.948,6.277,3.911
2036,upper leaflet,41.468,23.384,6.126,4.003
2037,upper leaflet,38.185,6.433,6.670,4.366
2038,upper leaflet,17.179,52.244,6.407,4.418
2039,upper leaflet,32.135,0.124,6.274,4.202
2040,upper leaflet,26.125,4.018,6.531,4.447
2041,upper leaflet,30.588,25.103,5.476,4.342
2042,upper leaflet,25.225,36.655,6.255,3.840
